Type;Cubby Number;Cover Barcode;Sheet Type;Color;Sheet Barcode;Garbage;Date Created;Path JPG;
Sheet;Cubby_010072;Folder-FI-HCI-0021733;;;FI-HCI-00034466;;2024:04:02 15:11:08.296;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034466.tif;
Sheet;Cubby_010072;Folder-FI-HCI-0021733;;;FI-HCI-00034467;;2024:04:02 15:11:12.363;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034467.tif;
Sheet;Cubby_010072;Folder-FI-HCI-0021733;;;FI-HCI-00034468;;2024:04:02 15:11:16.128;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034468.tif;
Cubby;Cubby_010073;Folder-FI-HCI-0021733;;;;;2024:04:02 15:11:20.346;/Volumes/pixel/Production/2024/04/02/CP1/Cubby_010073.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021734;;;;;2024:04:02 15:11:28.332;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021734.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021734;;;FI-HCI-00034469;;2024:04:02 15:11:33.284;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034469.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021734;;;FI-HCI-00034470;;2024:04:02 15:11:58.561;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034470.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021734;;;FI-HCI-00034471;;2024:04:02 15:12:03.931;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034471.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021734;;;FI-HCI-00034472;;2024:04:02 15:12:25.440;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034472.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021734;;;FI-HCI-00034473;;2024:04:02 15:12:32.802;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034473.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021735;;;;;2024:04:02 15:12:36.558;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021735.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;Multisheet;Yellow;FI-HCI-00034474;;2024:04:02 15:14:48.464;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034474.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;Multisheet;Yellow;FI-HCI-00034475;;2024:04:02 15:14:52.204;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034475.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034476;;2024:04:02 15:18:35.581;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034476.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034488;;2024:04:02 15:18:39.218;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034488.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034478;;2024:04:02 15:18:43.026;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034478.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034479;;2024:04:02 15:18:46.742;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034479.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034480;;2024:04:02 15:18:50.476;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034480.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034481;;2024:04:02 15:18:54.075;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034481.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034482;;2024:04:02 15:19:07.834;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034482.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;Multisheet;Yellow;FI-HCI-00034483;;2024:04:02 15:19:12.547;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034483.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;Multisheet;Yellow;FI-HCI-00034484;;2024:04:02 15:19:16.308;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034484.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034485;;2024:04:02 15:19:22.052;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034485.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034486;;2024:04:02 15:19:27.169;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034486.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034487;;2024:04:02 15:19:31.418;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034487.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034489;;2024:04:02 15:19:37.445;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034489.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034490;;2024:04:02 15:19:49.531;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034490.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021735;;;FI-HCI-00034491;;2024:04:02 15:20:02.622;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034491.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021736;;;;;2024:04:02 15:20:07.019;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021736.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034492;;2024:04:02 15:20:10.830;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034492.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034493;;2024:04:02 15:20:14.948;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034493.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034494;;2024:04:02 15:20:21.385;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034494.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034495;FI-HCI-00034496;2024:04:02 15:20:28.412;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034495.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034497;;2024:04:02 15:20:33.673;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034497.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034499;FI-HCI-00034498;2024:04:02 15:21:00.562;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034499.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034500;;2024:04:02 15:21:05.679;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034500.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034501;;2024:04:02 15:21:11.259;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034501.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034502;;2024:04:02 15:21:16.201;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034502.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034503;;2024:04:02 15:21:20.890;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034503.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021736;;;FI-HCI-00034504;;2024:04:02 15:21:25.709;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034504.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021737;;;;;2024:04:02 15:21:29.388;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021737.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034505;;2024:04:02 15:21:34.922;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034505.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034506;;2024:04:02 15:21:59.986;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034506.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034507;;2024:04:02 15:22:06.550;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034507.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034508;;2024:04:02 15:22:43.529;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034508.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034509;;2024:04:02 15:22:47.538;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034509.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034510;;2024:04:02 15:23:18.597;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034510.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;Multisheet;Yellow;FI-HCI-00034511;;2024:04:02 15:23:24.883;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034511.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;Multisheet;Yellow;FI-HCI-00034512;;2024:04:02 15:23:30.552;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034512.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;Multisheet;Yellow;FI-HCI-00034513;;2024:04:02 15:23:34.249;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034513.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034514;;2024:04:02 15:23:38.967;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034514.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034515;;2024:04:02 15:23:47.014;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034515.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;Multisheet;Yellow;FI-HCI-00034516;;2024:04:02 15:23:51.292;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034516.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;Multisheet;Yellow;FI-HCI-00034517;;2024:04:02 15:24:01.010;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034517.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021737;;;FI-HCI-00034518;;2024:04:02 15:24:06.077;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034518.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021738;;;;;2024:04:02 15:24:23.015;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021738.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034519;;2024:04:02 15:24:27.036;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034519.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034520;;2024:04:02 15:24:30.910;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034520.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034521;;2024:04:02 15:24:39.555;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034521.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034522;;2024:04:02 15:24:54.252;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034522.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034523;;2024:04:02 15:24:58.961;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034523.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034524;;2024:04:02 15:25:20.755;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034524.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034525;;2024:04:02 15:25:25.430;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034525.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034526;;2024:04:02 15:25:29.166;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034526.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034527;;2024:04:02 15:25:33.059;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034527.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034528;;2024:04:02 15:25:36.618;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034528.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034529;;2024:04:02 15:25:41.416;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034529.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034530;;2024:04:02 15:25:46.342;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034530.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;Do_not_transcribe;Red;FI-HCI-00034531;;2024:04:02 15:26:05.745;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034531.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034532;;2024:04:02 15:26:10.478;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034532.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034533;;2024:04:02 15:26:14.703;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034533.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034534;;2024:04:02 15:26:18.881;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034534.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021738;;;FI-HCI-00034535;;2024:04:02 15:26:22.908;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034535.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021739;;;;;2024:04:02 15:26:28.301;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021739.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034536;;2024:04:02 15:26:37.662;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034536.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034537;;2024:04:02 15:26:41.429;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034537.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034538;;2024:04:02 15:26:46.416;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034538.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034539;;2024:04:02 15:26:54.590;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034539.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034540;;2024:04:02 15:26:58.395;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034540.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034541;;2024:04:02 15:27:19.043;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034541.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;Multisheet;Yellow;FI-HCI-00034542;;2024:04:02 15:27:24.194;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034542.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;Multisheet;Yellow;FI-HCI-00034543;;2024:04:02 15:27:27.974;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034543.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021739;;;FI-HCI-00034544;;2024:04:02 15:27:32.222;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034544.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021740;;;;;2024:04:02 15:27:54.382;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021740.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021740;;;FI-HCI-00034545;;2024:04:02 15:27:59.416;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034545.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021740;;;FI-HCI-00034546;;2024:04:02 15:28:13.498;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034546.tif;
Folder;Cubby_010073;Folder-FI-HCI-0021741;;;;;2024:04:02 15:28:28.084;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021741.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021741;;;FI-HCI-00034547;;2024:04:02 15:28:41.661;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034547.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021741;Multisheet;Yellow;FI-HCI-00034548;;2024:04:02 15:28:45.385;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034548.tif;
Sheet;Cubby_010073;Folder-FI-HCI-0021741;Multisheet;Yellow;FI-HCI-00034549;;2024:04:02 15:29:06.218;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034549.tif;
Cubby;Cubby_010074;Folder-FI-HCI-0021741;;;;;2024:04:02 15:29:15.571;/Volumes/pixel/Production/2024/04/02/CP1/Cubby_010074.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021742;;;;;2024:04:02 15:29:22.271;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021742.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034550;;2024:04:02 15:29:32.029;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034550.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034551;;2024:04:02 15:29:37.161;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034551.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034552;;2024:04:02 15:29:43.101;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034552.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034553;;2024:04:02 15:30:14.768;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034553.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034554;;2024:04:02 15:52:22.865;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034554.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021742;;;FI-HCI-00034555;;2024:04:02 15:52:26.558;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034555.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021743;;;;;2024:04:02 15:52:30.747;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021743.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021743;;;FI-HCI-00034556;;2024:04:02 15:52:35.594;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034556.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021743;;;FI-HCI-00034557;;2024:04:02 15:52:39.130;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034557.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021743;;;FI-HCI-00034558;;2024:04:02 15:52:43.723;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034558.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021744;;;;;2024:04:02 15:52:47.323;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021744.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021744;;;FI-HCI-00034559;;2024:04:02 15:52:51.966;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034559.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021745;;;;;2024:04:02 15:52:56.637;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021745.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034560;;2024:04:02 15:53:01.670;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034560.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034561;;2024:04:02 15:53:06.231;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034561.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034562;;2024:04:02 15:53:10.079;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034562.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034563;;2024:04:02 15:53:25.222;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034563.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034564;;2024:04:02 15:53:29.855;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034564.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034565;;2024:04:02 15:53:48.250;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034565.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034566;;2024:04:02 15:53:54.432;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034566.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;;;FI-HCI-00034567;;2024:04:02 15:53:58.047;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034567.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;Multisheet;Yellow;FI-HCI-00034568;;2024:04:02 15:54:02.171;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034568.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021745;Multisheet;Yellow;FI-HCI-00034569;;2024:04:02 15:54:07.547;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034569.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021746;;;;;2024:04:02 15:54:12.336;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021746.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034570;;2024:04:02 15:54:16.572;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034570.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034571;;2024:04:02 15:54:20.300;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034571.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034572;;2024:04:02 15:54:24.723;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034572.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034573;;2024:04:02 15:54:30.393;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034573.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034574;;2024:04:02 15:54:45.597;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034574.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034575;;2024:04:02 15:54:56.350;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034575.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034576;;2024:04:02 15:55:02.160;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034576.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021746;;;FI-HCI-00034577;;2024:04:02 15:55:06.510;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034577.tif;
Folder;Cubby_010074;Folder-FI-HCI-0021747;;;;;2024:04:02 15:55:22.801;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021747.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034578;;2024:04:02 15:55:28.235;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034578.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034579;;2024:04:02 15:55:34.773;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034579.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034580;;2024:04:02 15:55:52.202;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034580.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;Multisheet;Yellow;FI-HCI-00034581;;2024:04:02 15:56:02.721;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034581.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;Multisheet;Yellow;FI-HCI-00034582;;2024:04:02 15:56:09.583;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034582.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034583;;2024:04:02 15:56:17.574;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034583.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034584;;2024:04:02 15:56:25.036;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034584.tif;
Sheet;Cubby_010074;Folder-FI-HCI-0021747;;;FI-HCI-00034585;;2024:04:02 15:56:32.044;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034585.tif;
Cubby;Cubby_010075;Folder-FI-HCI-0021747;;;;;2024:04:02 15:56:36.344;/Volumes/pixel/Production/2024/04/02/CP1/Cubby_010075.tif;
Folder;Cubby_010075;Folder-FI-HCI-0021748;;;;;2024:04:02 15:56:42.204;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021748.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;;;FI-HCI-00034586;;2024:04:02 15:56:54.417;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034586.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;;;FI-HCI-00034587;;2024:04:02 15:56:58.995;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034587.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;;;FI-HCI-00034588;;2024:04:02 15:57:03.286;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034588.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;Multisheet;Yellow;FI-HCI-00034589;;2024:04:02 15:57:16.111;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034589.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;Multisheet;Yellow;FI-HCI-00034590;;2024:04:02 15:57:33.970;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034590.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;;;FI-HCI-00034591;;2024:04:02 15:57:39.161;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034591.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;;;FI-HCI-00034592;;2024:04:02 15:57:44.316;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034592.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;Multisheet;Yellow;FI-HCI-00034593;;2024:04:02 15:57:48.033;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034593.tif;
Sheet;Cubby_010075;Folder-FI-HCI-0021748;Multisheet;Yellow;FI-HCI-00034594;;2024:04:02 15:57:58.241;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034594.tif;
