Type;Cubby Number;Cover Barcode;Sheet Type;Color;Sheet Barcode;Garbage;Date Created;Path JPG;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034785;;2024:04:02 16:23:37.325;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034785.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;Multisheet;Yellow;FI-HCI-00034786;;2024:04:02 16:23:41.068;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034786.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;Multisheet;Yellow;FI-HCI-00034787;;2024:04:02 16:23:53.438;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034787.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034788;;2024:04:02 16:23:57.544;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034788.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034789;;2024:04:02 16:24:02.355;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034789.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034790;;2024:04:02 16:24:19.764;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034790.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034791;;2024:04:02 16:24:45.267;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034791.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;;;FI-HCI-00034792;;2024:04:02 16:24:50.255;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034792.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;Multisheet;Yellow;FI-HCI-00034793;;2024:04:02 16:25:03.879;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034793.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021768;Multisheet;Yellow;FI-HCI-00034794;;2024:04:02 16:25:07.511;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034794.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021769;;;;;2024:04:02 16:25:11.396;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021769.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;Multisheet;Yellow;FI-HCI-00034795;;2024:04:02 16:25:15.500;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034795.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;Multisheet;Yellow;FI-HCI-00034796;;2024:04:02 16:25:20.839;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034796.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034797;;2024:04:02 16:25:25.581;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034797.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034798;;2024:04:02 16:25:35.127;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034798.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034799;FI-HCI-00034802|FI-HCI-00034800|FI-HCI-00034801;2024:04:02 16:25:47.830;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034799.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034803;;2024:04:02 16:26:10.816;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034803.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034804;;2024:04:02 16:26:15.821;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034804.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034805;;2024:04:02 16:26:21.008;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034805.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034806;;2024:04:02 16:26:34.583;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034806.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034807;;2024:04:02 16:26:38.254;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034807.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034808;;2024:04:02 16:26:42.072;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034808.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034809;;2024:04:02 16:26:45.983;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034809.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021769;;;FI-HCI-00034810;;2024:04:02 16:26:51.111;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034810.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021770;;;;;2024:04:02 16:26:58.496;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021770.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034811;;2024:04:02 16:27:03.975;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034811.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034812;;2024:04:02 16:27:07.548;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034812.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034813;;2024:04:02 16:27:11.363;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034813.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034814;;2024:04:02 16:27:15.121;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034814.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034815;;2024:04:02 16:27:18.798;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034815.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034816;;2024:04:02 16:27:38.348;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034816.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034817;;2024:04:02 16:27:42.717;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034817.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034818;;2024:04:02 16:27:46.886;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034818.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034819;;2024:04:02 16:27:51.020;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034819.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034820;;2024:04:02 16:27:55.304;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034820.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021770;;;FI-HCI-00034821;;2024:04:02 16:27:59.037;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034821.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021771;;;;;2024:04:02 16:28:02.653;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021771.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034822;;2024:04:02 16:28:07.122;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034822.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034823;;2024:04:02 16:28:10.818;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034823.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034824;;2024:04:02 16:28:15.297;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034824.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034825;;2024:04:02 16:28:19.028;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034825.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034826;;2024:04:02 16:28:22.707;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034826.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034827;;2024:04:02 16:28:38.796;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034827.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034828;;2024:04:02 16:28:43.466;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034828.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034829;;2024:04:02 16:28:47.230;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034829.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034830;;2024:04:02 16:28:50.932;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034830.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034831;;2024:04:02 16:28:54.616;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034831.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034832;;2024:04:02 16:28:58.450;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034832.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034833;;2024:04:02 16:29:04.132;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034833.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034834;;2024:04:02 16:29:09.411;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034834.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034835;;2024:04:02 16:29:13.943;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034835.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034836;;2024:04:02 16:29:18.171;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034836.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034837;;2024:04:02 16:29:36.545;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034837.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034838;;2024:04:02 16:29:48.617;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034838.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034839;;2024:04:02 16:29:53.026;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034839.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021771;;;FI-HCI-00034840;;2024:04:02 16:29:56.893;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034840.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021772;;;;;2024:04:02 16:30:00.791;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021772.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021772;;;FI-HCI-00034841;;2024:04:02 16:30:04.435;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034841.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021773;;;;;2024:04:02 16:30:26.731;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021773.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021773;;;FI-HCI-00034842;;2024:04:02 16:30:31.624;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034842.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021774;;;;;2024:04:02 16:30:36.981;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021774.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021774;;;FI-HCI-00034843;;2024:04:02 16:30:41.485;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034843.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021775;;;;;2024:04:02 16:31:04.407;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021775.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021775;;;FI-HCI-00034844;;2024:04:02 16:31:12.284;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034844.tif;
Folder;Cubby_010077;Folder-FI-HCI-0021776;;;;;2024:04:02 16:31:31.993;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021776.tif;
Sheet;Cubby_010077;Folder-FI-HCI-0021776;;;FI-HCI-00034845;;2024:04:02 16:31:38.750;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034845.tif;
Cubby;Cubby_010078;Folder-FI-HCI-0021776;;;;;2024:04:02 16:31:50.620;/Volumes/pixel/Production/2024/04/02/CP1/Cubby_010078.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021777;;;;;2024:04:02 16:31:55.624;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021777.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021777;;;FI-HCI-00034846;;2024:04:02 16:32:04.457;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034846.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021777;;;FI-HCI-00034847;;2024:04:02 16:32:09.326;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034847.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021777;;;FI-HCI-00034848;;2024:04:02 16:32:37.403;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034848.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021778;;;;;2024:04:02 16:32:41.182;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021778.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021778;;;FI-HCI-00034849;;2024:04:02 16:32:48.974;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034849.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021779;;;;;2024:04:02 16:33:00.510;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021779.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021779;Multisheet;Yellow;FI-HCI-00034850;;2024:04:02 16:33:21.209;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034850.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021779;Multisheet;Yellow;FI-HCI-00034851;;2024:04:02 16:33:26.284;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034851.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021779;;;FI-HCI-00034852;;2024:04:02 16:33:32.466;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034852.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021780;;;;;2024:04:02 16:33:47.315;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021780.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021780;;;FI-HCI-00034853;;2024:04:02 16:33:52.906;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034853.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021780;;;FI-HCI-00034854;;2024:04:02 16:34:09.670;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034854.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021781;;;;;2024:04:02 16:34:16.099;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021781.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021781;;;FI-HCI-00034855;;2024:04:02 16:34:19.781;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034855.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021782;;;;;2024:04:02 16:34:30.714;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021782.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021782;;;FI-HCI-00034856;;2024:04:02 16:34:43.074;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034856.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021783;;;;;2024:04:02 16:34:46.766;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021783.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021783;;;FI-HCI-00034857;;2024:04:02 16:34:50.523;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034857.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021784;;;;;2024:04:02 16:34:59.479;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021784.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021784;;;FI-HCI-00034858;;2024:04:02 16:35:03.196;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034858.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021784;;;FI-HCI-00034859;;2024:04:02 16:35:24.865;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034859.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021785;;;;;2024:04:02 16:35:29.797;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021785.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021785;;;FI-HCI-00034860;;2024:04:02 16:35:43.779;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034860.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021786;;;;;2024:04:02 16:35:47.732;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021786.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021786;Multisheet;Yellow;FI-HCI-00034861;;2024:04:02 16:35:55.567;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034861.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021786;Multisheet;Yellow;FI-HCI-00034862;;2024:04:02 16:36:05.812;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034862.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021786;Multisheet;Blue;FI-HCI-00034863;;2024:04:02 16:36:09.543;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034863.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021786;Multisheet;Blue;FI-HCI-00034864;;2024:04:02 16:36:31.938;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034864.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021787;;;;;2024:04:02 16:36:36.222;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021787.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021787;;;FI-HCI-00034865;;2024:04:02 16:36:48.789;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034865.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021787;;;FI-HCI-00034866;;2024:04:02 16:36:53.762;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034866.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021787;;;FI-HCI-00034867;;2024:04:02 16:37:08.942;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034867.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021787;;;FI-HCI-00034868;;2024:04:02 16:37:17.493;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034868.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021787;;;FI-HCI-00034869;;2024:04:02 16:37:33.141;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034869.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021788;;;;;2024:04:02 16:37:47.651;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021788.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034870;FI-HCI-00034871;2024:04:02 16:37:52.275;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034870.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034872;;2024:04:02 16:37:56.292;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034872.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034873;;2024:04:02 16:37:59.943;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034873.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034874;;2024:04:02 16:40:58.517;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034874.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034875;;2024:04:02 16:41:02.642;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034875.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034876;;2024:04:02 16:41:10.015;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034876.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034877;;2024:04:02 16:41:18.289;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034877.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034878;;2024:04:02 16:41:27.339;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034878.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034879;;2024:04:02 16:41:31.016;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034879.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034880;;2024:04:02 16:41:39.108;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034880.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034881;;2024:04:02 16:41:54.979;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034881.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034882;;2024:04:02 16:41:58.891;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034882.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034883;;2024:04:02 16:42:04.388;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034883.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;;;FI-HCI-00034884;;2024:04:02 16:42:21.381;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034884.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034885;;2024:04:02 16:42:25.081;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034885.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021788;Multisheet;Yellow;FI-HCI-00034886;;2024:04:02 16:42:30.567;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034886.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021789;;;;;2024:04:02 16:42:37.047;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021789.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;;;FI-HCI-00034887;;2024:04:02 16:42:41.087;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034887.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;;;FI-HCI-00034888;;2024:04:02 16:42:53.322;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034888.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;Multisheet;Yellow;FI-HCI-00034889;;2024:04:02 16:42:57.839;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034889.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;Multisheet;Yellow;FI-HCI-00034890;;2024:04:02 16:43:15.847;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034890.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;;;FI-HCI-00034891;;2024:04:02 16:43:30.093;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034891.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;;;FI-HCI-00034892;;2024:04:02 16:43:41.579;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034892.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;;;FI-HCI-00034893;;2024:04:02 16:43:52.610;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034893.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;Multisheet;Yellow;FI-HCI-00034894;;2024:04:02 16:43:58.527;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034894.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021789;Multisheet;Yellow;FI-HCI-00034895;;2024:04:02 16:44:12.343;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034895.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021790;;;;;2024:04:02 16:44:23.020;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021790.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034896;;2024:04:02 16:44:26.726;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034896.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034897;;2024:04:02 16:44:40.236;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034897.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Blue;FI-HCI-00034898;;2024:04:02 16:44:47.524;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034898.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Blue;FI-HCI-00034899;;2024:04:02 16:44:55.569;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034899.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;;;FI-HCI-00034900;;2024:04:02 16:45:07.131;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034900.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;;;FI-HCI-00034901;;2024:04:02 16:45:21.451;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034901.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034902;;2024:04:02 16:45:27.502;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034902.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034903;;2024:04:02 16:45:37.171;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034903.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034904;;2024:04:02 16:45:41.753;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034904.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021790;Multisheet;Yellow;FI-HCI-00034905;;2024:04:02 16:45:53.754;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034905.tif;
Folder;Cubby_010078;Folder-FI-HCI-0021791;;;;;2024:04:02 16:45:57.441;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021791.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021791;;;FI-HCI-00034906;FI-HCI-00034907;2024:04:02 16:46:01.374;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034906.tif;
Sheet;Cubby_010078;Folder-FI-HCI-0021791;;;FI-HCI-00034908;;2024:04:02 16:46:08.515;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00034908.tif;
